Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
827891275,49,F,0,Graduate,Single,NJ,91750,no,yes,no,cellular,Blue-collar,6219,3
827891276,23,F,4,Graduate,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,211165,5
827891277,32,F,4,Graduate,Married,CA,91750,yes,yes,no,cellular,Govt,14128,1
827891278,46,F,5,High School,Married,CA,91750,yes,no,no,unknown,Selfemployeed,111011,1
827891279,36,F,2,Uneducated,Single,NY,91750,yes,no,no,cellular,Selfemployeed,171510,3
827891280,71,F,5,Post-Graduate,Unknown,NY,91750,no,yes,yes,cellular,Selfemployeed,35158,5
827891281,57,F,3,Unknown,Married,CA,91750,yes,yes,no,cellular,Blue-collar,85756,4
827891282,42,M,1,Graduate,Married,MN,91750,no,yes,no,cellular,Selfemployeed,217864,1
827891283,49,M,2,Uneducated,Married,FL,91750,no,no,no,unknown,Selfemployeed,98170,1
827891284,34,F,3,Graduate,Married,NY,91750,no,yes,yes,cellular,Businessman,72297,3
827891285,48,F,0,High School,Married,NJ,91750,no,no,no,cellular,Selfemployeed,115002,4
827891286,25,M,2,Unknown,Single,CA,91750,no,yes,no,cellular,Blue-collar,172150,4
827891287,67,F,2,Post-Graduate,Single,CA,91750,no,yes,no,unknown,Retirees,34978,1
827891288,69,M,0,Graduate,Married,NJ,91750,yes,yes,no,telephone,Blue-collar,13681,1
827891289,50,F,4,Unknown,Single,CA,91750,no,yes,no,cellular,White-collar,172276,3
827891290,66,M,0,Graduate,Married,TX,91750,no,no,no,cellular,White-collar,90274,3
827891291,72,F,1,High School,Married,NJ,91750,no,yes,no,unknown,Businessman,80678,1
827891292,25,F,0,High School,Single,NJ,91750,yes,yes,no,cellular,Blue-collar,93341,5
827891293,32,F,2,Uneducated,Single,NJ,91750,no,no,no,unknown,Businessman,154260,2
827891294,36,F,0,High School,Single,NY,91750,no,yes,no,unknown,Businessman,160912,4
827891295,46,M,1,Graduate,Single,NJ,91750,no,yes,no,cellular,Selfemployeed,71897,2
827891296,46,F,4,Graduate,Married,FL,91750,no,yes,no,unknown,Selfemployeed,61602,4
827891297,68,M,4,Graduate,Single,FL,91750,yes,no,no,cellular,Retirees,7405,3
827891298,41,M,3,Unknown,Married,TX,91750,yes,no,no,cellular,Blue-collar,150086,2
827891299,59,F,5,Graduate,Married,CA,91750,no,no,no,unknown,Selfemployeed,201098,3
827891300,56,F,3,Graduate,Single,FL,91750,no,yes,no,cellular,Blue-collar,162909,4
827891301,53,M,1,Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,67472,2
827891302,50,M,3,High School,Married,NY,91750,yes,yes,no,cellular,Retirees,191867,4
827891303,57,M,4,High School,Unknown,TX,91750,no,no,no,unknown,Govt,91455,5
827891304,43,F,5,Graduate,Married,IA,91750,no,no,yes,cellular,Govt,184906,5
827891305,30,M,4,Graduate,Single,CA,91750,yes,no,no,unknown,Govt,112682,5
827891306,25,M,3,Graduate,Married,TX,91750,no,no,no,cellular,Businessman,194777,1
827891307,56,F,0,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,87559,3
827891308,54,M,4,Graduate,Unknown,CA,91750,no,yes,no,cellular,Blue-collar,29410,5
827891309,72,F,3,Doctorate,Unknown,TX,91750,no,no,no,cellular,Govt,239223,3
827891310,51,F,3,High School,Single,CA,91750,no,no,no,unknown,White-collar,63751,3
827891311,30,M,1,Unknown,Married,TX,91750,no,no,yes,unknown,Govt,119374,2
827891312,39,F,1,Graduate,Single,NY,91750,no,yes,no,telephone,Retirees,72884,1
827891313,52,F,4,Graduate,Married,NY,91750,no,no,no,unknown,Retirees,105084,3
827891314,21,M,2,High School,Single,TX,91750,no,yes,no,unknown,Selfemployeed,84065,5
827891315,25,F,3,Graduate,Married,NY,91750,no,no,no,cellular,Retirees,228634,3
827891316,65,M,0,Graduate,Single,NY,91750,no,no,yes,unknown,Blue-collar,69482,3
827891317,24,M,2,Graduate,Unknown,NY,91750,no,yes,no,cellular,Govt,178605,2
827891318,36,F,3,Graduate,Married,TX,91750,yes,no,no,unknown,White-collar,184425,5
827891319,44,F,2,Post-Graduate,Married,TX,91750,no,no,yes,cellular,Retirees,144966,5
827891320,36,F,3,Graduate,Married,TX,91750,no,no,no,unknown,Retirees,163798,3
827891321,22,M,3,Uneducated,Single,MA,91750,yes,no,no,cellular,Selfemployeed,80640,2
827891322,69,F,2,Unknown,Single,NJ,91750,no,no,no,cellular,Selfemployeed,203462,4
827891323,48,F,1,Uneducated,Married,NY,91750,yes,yes,yes,cellular,Businessman,66048,1
827891324,52,M,3,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,108944,2
827891325,47,M,4,Uneducated,Single,NJ,91750,yes,no,no,cellular,Selfemployeed,3660,2
827891326,40,F,2,High School,Married,FL,91750,no,yes,yes,cellular,Retirees,173217,1
827891327,44,M,5,Graduate,Unknown,NJ,91750,no,yes,yes,telephone,Selfemployeed,84075,3
827891328,32,M,1,Graduate,Unknown,NY,91750,no,yes,no,cellular,Selfemployeed,65028,1
827891329,70,F,0,Graduate,Single,FL,91750,no,no,no,cellular,Govt,78618,1
827891330,55,F,3,Unknown,Single,CA,91750,yes,no,no,cellular,Selfemployeed,141790,4
827891331,53,F,5,Graduate,Married,CA,91750,no,yes,yes,cellular,Businessman,198700,4
827891332,53,F,3,Uneducated,Single,NY,91750,no,yes,no,cellular,Retirees,135856,5
827891333,71,F,5,Graduate,Single,VA,91750,yes,no,no,cellular,White-collar,96582,2
827891334,63,F,4,Graduate,Unknown,FL,91750,no,yes,no,cellular,Businessman,228817,3
827891335,57,M,1,Graduate,Single,CA,91750,no,no,no,cellular,Govt,191348,3
827891336,32,F,3,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,23528,5
827891337,23,M,5,Graduate,Married,TX,91750,no,no,no,cellular,Businessman,189682,3
827891338,21,F,1,Graduate,Single,TX,91750,yes,no,no,cellular,Govt,212186,4
827891339,53,M,3,High School,Married,TX,91750,no,yes,no,cellular,Selfemployeed,16532,3
827891340,60,M,5,Uneducated,Married,CA,91750,no,no,yes,cellular,Blue-collar,12594,1
827891341,30,M,0,Graduate,Single,CA,91750,no,no,no,cellular,Businessman,190418,2
827891342,63,F,5,Unknown,Married,FL,91750,no,yes,no,cellular,White-collar,186581,4
827891343,64,F,4,High School,Married,TX,91750,no,no,no,cellular,Govt,54650,3
827891344,49,M,0,Unknown,Married,IA,91750,yes,no,no,cellular,Retirees,175389,5
827891345,33,F,0,Unknown,Married,TX,91750,no,no,no,cellular,White-collar,237243,5
827891346,32,F,5,Unknown,Married,NY,91750,no,yes,no,cellular,Blue-collar,23382,1
827891347,51,F,2,Graduate,Single,CA,91750,no,no,no,cellular,Govt,171335,2
827891348,66,M,0,Uneducated,Unknown,TX,91750,no,no,no,unknown,Selfemployeed,236011,4
827891349,22,F,4,Post-Graduate,Married,CA,90250,no,yes,yes,unknown,Govt,85378,5
827891350,71,F,4,High School,Single,CA,91750,no,no,no,unknown,Selfemployeed,14727,5
827891351,70,M,5,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,103383,4
827891352,55,F,3,Graduate,Single,NY,91750,yes,no,no,cellular,Selfemployeed,96881,4
827891353,43,M,5,Graduate,Single,FL,90660,yes,yes,no,unknown,Selfemployeed,232629,2
827891354,37,F,0,Graduate,Single,CA,91750,yes,no,no,unknown,Businessman,19487,1
827891355,46,M,1,Graduate,Married,TX,91750,yes,yes,no,cellular,White-collar,75041,3
827891356,28,F,2,Unknown,Married,NY,91750,yes,no,no,cellular,Selfemployeed,222807,5
827891357,49,M,5,Unknown,Married,FL,91750,no,no,no,cellular,Govt,105626,4
827891358,46,M,2,Uneducated,Married,TX,91750,no,yes,no,cellular,Blue-collar,233175,4
827891359,30,F,2,High School,Single,FL,91750,yes,yes,no,cellular,Retirees,83704,1
827891360,46,F,4,Uneducated,Married,CA,91750,yes,no,no,unknown,Businessman,78468,3
827891361,54,F,4,Unknown,Single,CA,91750,no,yes,no,cellular,Retirees,53692,2
827891362,71,M,3,Post-Graduate,Married,CA,91750,yes,no,no,unknown,Businessman,142509,5
827891363,61,M,0,Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,105310,4
827891364,27,M,4,Graduate,Single,NY,91750,no,yes,no,cellular,Businessman,217583,2
827891365,24,M,2,High School,Married,FL,91750,no,no,no,cellular,Selfemployeed,23422,5
827891366,73,M,4,Uneducated,Single,CA,91750,no,no,no,cellular,Businessman,117486,4
827891367,70,F,5,Unknown,Single,CA,91750,yes,no,no,cellular,Blue-collar,182912,3
827891368,65,F,0,Post-Graduate,Single,TX,91750,no,no,no,cellular,Businessman,1399,1
827891369,31,M,4,High School,Married,NJ,91750,no,no,no,cellular,Selfemployeed,13671,1
827891370,49,M,5,Graduate,Married,NJ,91750,no,no,no,unknown,White-collar,134850,4
827891371,56,F,0,Uneducated,Married,FL,91750,yes,no,no,unknown,Businessman,78980,2
827891372,45,F,3,High School,Single,NJ,91750,yes,yes,yes,cellular,Govt,234420,1
827891373,41,F,4,Unknown,Married,NY,90706,yes,no,yes,cellular,Retirees,232456,2
827891374,56,F,0,Uneducated,Married,NY,91750,no,no,no,cellular,Blue-collar,46167,2
827891375,30,F,5,Uneducated,Unknown,TX,91750,no,yes,no,cellular,Blue-collar,96884,1
827891376,57,M,5,High School,Married,NJ,91750,no,yes,no,cellular,Selfemployeed,105140,2
827891377,29,F,0,Unknown,Single,TX,91750,no,no,no,cellular,Businessman,135024,4
827891378,44,F,5,Graduate,Married,FL,91750,yes,no,no,cellular,Retirees,158685,5
827891379,55,F,1,Uneducated,Single,CA,91750,no,no,no,cellular,Blue-collar,85527,2
827891380,69,F,3,Graduate,Single,NY,91750,no,yes,no,unknown,Businessman,104617,1
827891381,55,F,4,High School,Single,FL,91750,no,no,no,telephone,White-collar,22444,3
827891382,68,F,1,Graduate,Married,NJ,91750,no,yes,no,cellular,Selfemployeed,174416,1
827891383,56,F,4,High School,Single,FL,91750,no,yes,no,unknown,Govt,46117,4
827891384,38,F,2,Graduate,Single,TX,91750,no,yes,no,telephone,Businessman,166548,1
827891385,69,F,2,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,152042,4
827891386,59,F,0,Unknown,Unknown,TX,91750,no,yes,no,cellular,Govt,200747,1
827891387,52,M,1,Graduate,Married,NJ,91750,yes,yes,no,unknown,Businessman,190169,5
827891388,44,F,0,Unknown,Single,NY,91750,no,no,yes,cellular,Retirees,179886,5
827891389,43,M,0,Graduate,Single,TX,91750,no,no,no,cellular,Businessman,164526,5
827891390,52,F,0,Uneducated,Unknown,NJ,91750,no,no,no,cellular,Businessman,204061,5
827891391,57,M,2,Uneducated,Married,FL,91750,no,yes,no,cellular,Selfemployeed,155730,2
827891392,32,F,5,Uneducated,Unknown,CA,91750,no,no,no,telephone,Retirees,203318,1
827891393,69,M,0,Unknown,Married,TX,91750,no,yes,no,unknown,Businessman,181209,1
827891394,33,F,5,High School,Married,FL,91750,yes,no,no,cellular,Businessman,2912,1
827891395,43,F,5,High School,Unknown,NY,91750,no,no,no,cellular,Selfemployeed,93975,3
827891396,45,F,0,Graduate,Married,FL,91750,yes,yes,no,cellular,White-collar,137415,2
827891397,55,F,0,Graduate,Single,CA,91750,no,yes,no,unknown,Govt,167947,1
827891398,61,F,0,High School,Single,CA,91750,yes,no,no,cellular,Govt,211517,2
827891399,50,F,1,Graduate,Married,CA,91750,yes,yes,no,unknown,White-collar,60752,4
827891400,37,F,4,Graduate,Married,NJ,91750,yes,no,no,cellular,Businessman,127609,3
827891401,69,F,1,Graduate,Married,FL,91750,no,no,no,unknown,Retirees,16412,3
827891402,40,M,3,Graduate,Single,NY,91750,no,no,no,unknown,Selfemployeed,124124,1
827891403,68,M,5,Graduate,Married,NY,91750,no,yes,no,unknown,Retirees,186615,2
827891404,45,F,1,Uneducated,Married,FL,91750,no,yes,no,cellular,Businessman,96692,3
827891405,42,F,5,High School,Married,FL,91750,yes,no,no,unknown,Selfemployeed,231739,3
827891406,33,M,5,Graduate,Single,TX,91750,no,no,no,cellular,Selfemployeed,133412,3
827891407,39,M,5,Graduate,Single,TX,91750,no,no,yes,cellular,Selfemployeed,23481,1
827891408,69,F,3,Unknown,Single,CA,91750,no,no,no,cellular,Govt,75020,3
827891409,56,F,2,Graduate,Unknown,FL,91750,yes,no,no,cellular,Selfemployeed,131678,2
827891410,32,M,4,Post-Graduate,Married,FL,91750,yes,yes,no,cellular,Businessman,198131,3
827891411,61,M,0,Graduate,Single,NY,91010,no,no,no,cellular,White-collar,51854,4
827891412,39,M,3,Graduate,Single,FL,91750,no,no,no,cellular,White-collar,107863,3
827891413,32,M,2,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,176792,1
827891414,29,M,4,High School,Married,CA,91750,no,no,no,cellular,Selfemployeed,56853,4
827891415,27,F,3,Doctorate,Single,CA,91750,yes,yes,no,telephone,Selfemployeed,58110,2
827891416,48,M,2,Graduate,Married,TX,91701,yes,yes,no,telephone,Businessman,31758,1
827891417,34,F,0,Graduate,Single,FL,91750,no,no,no,cellular,Retirees,29367,3
827891418,51,M,2,Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,137470,5
827891419,72,F,2,Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,153697,5
827891420,39,M,0,High School,Married,TX,91750,yes,no,no,cellular,Businessman,136211,1
827891421,67,F,5,Unknown,Single,TX,91750,yes,no,no,cellular,Govt,127481,5
827891422,36,M,5,Graduate,Married,TX,91750,yes,yes,no,cellular,Businessman,192978,2
827891423,73,F,3,High School,Married,FL,91750,yes,yes,no,cellular,White-collar,84405,1
827891424,25,F,2,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,145038,5
827891425,55,M,0,Unknown,Married,VA,90275,no,no,no,cellular,Businessman,217486,3
827891426,32,M,3,Graduate,Single,TX,91750,yes,no,no,unknown,Blue-collar,57670,4
827891427,45,F,0,Unknown,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,216052,5
827891428,72,M,1,Uneducated,Married,TX,91750,yes,yes,no,telephone,Selfemployeed,232624,1
827891429,41,F,3,Graduate,Married,IL,91750,no,yes,no,unknown,Blue-collar,112704,4
827891430,56,M,1,High School,Single,FL,91750,yes,yes,no,cellular,Blue-collar,31076,2
827891431,73,F,5,High School,Single,TX,91750,no,yes,no,cellular,Businessman,81963,3
827891432,43,F,2,High School,Single,FL,91750,no,yes,no,cellular,Blue-collar,233136,1
827891433,36,F,2,Uneducated,Married,NY,91750,no,no,yes,cellular,White-collar,86225,2
827891434,59,M,2,Unknown,Married,TX,91750,yes,no,yes,cellular,Blue-collar,158519,4
827891435,65,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,151039,3
827891436,73,F,4,Post-Graduate,Unknown,NY,91750,no,no,no,cellular,Selfemployeed,201556,2
827891437,62,M,3,Graduate,Married,TX,91750,yes,no,no,cellular,White-collar,69684,5
827891438,59,F,3,Unknown,Single,FL,91750,no,yes,no,cellular,Selfemployeed,143039,4
827891439,34,F,4,Uneducated,Single,TX,91750,yes,yes,no,cellular,Businessman,35609,2
827891440,51,M,3,Doctorate,Married,FL,91750,yes,yes,yes,cellular,White-collar,127952,5
827891441,25,M,5,Uneducated,Married,NY,91750,no,no,yes,cellular,Selfemployeed,231775,4
827891442,55,F,1,Uneducated,Married,TX,91750,yes,no,no,cellular,Govt,60625,4
827891443,43,F,4,Uneducated,Married,NJ,91750,no,no,yes,cellular,Govt,211789,5
827891444,49,F,4,Doctorate,Married,NY,91750,yes,no,no,unknown,Selfemployeed,138354,4
827891445,63,F,1,Graduate,Single,VA,91750,no,no,no,cellular,Businessman,153243,3
827891446,31,M,4,Graduate,Married,CA,91750,no,no,no,cellular,Retirees,204238,5
827891447,38,M,4,Graduate,Married,NM,91750,no,yes,yes,cellular,Blue-collar,225313,2
827891448,67,M,1,Unknown,Unknown,NY,91750,yes,yes,no,cellular,Selfemployeed,14104,1
827891449,32,F,0,Graduate,Unknown,CA,91750,no,yes,no,unknown,Govt,26679,3
827891450,29,F,0,Graduate,Married,TX,91750,no,no,yes,cellular,Blue-collar,177712,3
827891451,30,M,5,Uneducated,Single,TX,91750,yes,no,no,cellular,Selfemployeed,66280,2
827891452,64,M,0,Graduate,Unknown,CA,91750,no,yes,yes,cellular,Selfemployeed,54000,1
827891453,37,F,1,High School,Unknown,CA,91750,no,no,no,cellular,Blue-collar,52973,1
827891454,58,F,2,High School,Single,NY,91750,yes,no,no,unknown,Blue-collar,235982,1
827891455,27,M,3,Unknown,Single,CA,91750,no,no,no,unknown,Govt,59025,3
827891456,66,M,4,Uneducated,Single,NY,91750,no,yes,no,cellular,Selfemployeed,123527,4
827891457,33,M,1,Graduate,Single,CA,91750,no,no,no,telephone,Blue-collar,73150,5
827891458,60,F,3,Graduate,Single,NY,91750,yes,no,no,cellular,Retirees,203613,3
827891459,62,M,1,Graduate,Unknown,TX,90706,yes,yes,no,cellular,Businessman,127081,3
827891460,29,F,4,Unknown,Married,NY,91750,yes,no,no,cellular,Businessman,231712,1
827891461,70,F,2,High School,Single,CA,91750,no,no,no,cellular,Blue-collar,119813,1
827891462,47,F,1,Unknown,Single,NY,91750,no,no,no,cellular,Selfemployeed,44929,3
827891463,22,F,3,Uneducated,Married,TX,91750,yes,no,no,unknown,Govt,14781,1
827891464,25,M,5,Graduate,Married,CT,91750,no,no,no,unknown,Blue-collar,225087,2
827891465,49,F,3,High School,Single,CA,91750,no,no,no,unknown,Selfemployeed,169555,4
827891466,57,M,4,Graduate,Single,CA,91750,no,no,no,cellular,Businessman,165108,1
827891467,58,F,5,Graduate,Single,AR,91750,yes,no,yes,cellular,Businessman,180844,1
827891468,39,F,0,Post-Graduate,Married,TX,91750,yes,yes,no,cellular,Selfemployeed,83688,3
827891469,28,F,4,Unknown,Married,FL,91750,no,yes,yes,cellular,Govt,133101,2
827891470,68,M,5,Graduate,Single,NY,91750,yes,no,no,cellular,Selfemployeed,126898,4
827891471,65,M,5,Uneducated,Married,TX,91750,yes,yes,no,cellular,Businessman,12677,4
827891472,21,F,4,Unknown,Married,TX,91750,no,yes,yes,cellular,White-collar,157088,5
827891473,42,M,0,Unknown,Married,TX,91750,no,yes,no,unknown,Blue-collar,51451,4
827891474,72,F,2,High School,Married,TX,91750,yes,yes,yes,cellular,Selfemployeed,102546,4
827891475,37,F,1,High School,Single,NJ,91750,yes,no,no,cellular,Retirees,139915,4
827891476,27,M,3,Graduate,Married,FL,91750,no,yes,no,cellular,Blue-collar,136659,1
827891477,45,M,1,Uneducated,Single,CA,91750,yes,no,yes,cellular,Selfemployeed,153757,2
827891478,65,F,1,High School,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,216364,5
827891479,24,F,3,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,47528,1
827891480,56,M,0,Post-Graduate,Married,TX,91750,yes,no,no,unknown,Govt,209166,5
827891481,26,M,3,Unknown,Married,MI,91750,no,yes,no,cellular,Blue-collar,110682,4
827891482,51,F,0,Graduate,Single,TX,91750,no,no,no,cellular,Blue-collar,172625,2
827891483,39,M,0,High School,Single,CA,91750,no,yes,no,unknown,Blue-collar,80198,3
827891484,64,F,4,Uneducated,Single,TX,91750,no,no,no,telephone,Selfemployeed,134095,4
827891485,59,F,2,Uneducated,Single,NY,91750,no,no,no,cellular,Businessman,51953,3
827891486,47,M,5,Graduate,Married,NV,91750,no,no,no,cellular,Govt,105744,1
827891487,30,F,4,Unknown,Married,NY,91750,no,no,no,cellular,Govt,72650,5
827891488,46,F,2,Unknown,Single,CA,91750,no,no,no,cellular,Govt,26948,1
827891489,39,F,0,High School,Single,CA,91750,yes,no,no,unknown,Selfemployeed,157074,1
827891490,59,M,5,Uneducated,Single,TX,91750,no,yes,no,unknown,White-collar,154317,4
827891491,23,M,5,Graduate,Unknown,TX,91750,yes,no,no,unknown,Businessman,188045,2
827891492,65,F,4,Post-Graduate,Unknown,FL,91750,yes,yes,no,cellular,Businessman,70424,4
827891493,33,F,1,Unknown,Married,CA,91750,yes,no,no,cellular,Govt,220689,1
827891494,70,F,3,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,224451,2
827891495,48,F,3,Graduate,Single,TX,91750,yes,no,no,cellular,Businessman,218779,1
827891496,40,M,3,Graduate,Single,NM,91750,yes,yes,no,unknown,Govt,21814,3
827891497,48,F,2,Unknown,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,82764,5
827891498,28,M,3,Uneducated,Single,CA,91750,no,no,no,cellular,Blue-collar,92199,1
827891499,61,F,2,Graduate,Single,TX,91750,no,yes,yes,unknown,White-collar,127122,1
827891500,59,M,2,Uneducated,Single,FL,91750,no,yes,no,cellular,Selfemployeed,57600,4
827891501,21,M,5,Graduate,Unknown,NY,91750,yes,no,yes,cellular,Retirees,3642,2
827891502,23,M,2,Unknown,Single,CA,91750,yes,yes,no,telephone,Blue-collar,61352,3
827891503,33,F,1,Uneducated,Single,TX,91750,no,yes,no,unknown,Blue-collar,21150,5
827891504,48,M,5,Graduate,Single,TX,91750,no,no,no,cellular,Blue-collar,223442,2
827891505,69,F,0,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,134314,1
827891506,45,F,1,Graduate,Married,TX,91750,yes,yes,yes,cellular,Selfemployeed,218144,1
827891507,53,F,0,Graduate,Single,FL,91750,no,no,no,telephone,Businessman,138409,2
827891508,58,M,1,Doctorate,Unknown,FL,91750,yes,yes,no,cellular,Retirees,130041,2
827891509,73,F,2,Graduate,Single,FL,91750,yes,yes,no,cellular,White-collar,228873,5
827891510,26,F,0,High School,Married,NY,91750,no,no,no,cellular,Businessman,30296,4
827891511,64,F,5,Doctorate,Single,NY,91750,yes,no,yes,cellular,Businessman,22130,5
827891512,65,M,3,Graduate,Single,CA,91750,no,yes,no,unknown,Govt,59720,5
827891513,52,F,1,Graduate,Unknown,NY,91750,yes,no,no,cellular,White-collar,29576,5
827891514,65,M,0,High School,Single,TX,91750,no,yes,no,unknown,Selfemployeed,45871,4
827891515,67,M,3,Uneducated,Married,CA,91750,no,no,no,telephone,White-collar,199124,5
827891516,41,M,4,Post-Graduate,Single,NY,91750,no,no,no,cellular,Govt,157898,5
827891517,36,M,2,Unknown,Single,TX,91750,no,no,no,telephone,Businessman,167143,1
827891518,41,F,1,Graduate,Unknown,NY,91750,yes,no,no,cellular,Blue-collar,57165,1
827891519,31,M,1,Unknown,Married,CA,91750,no,yes,yes,cellular,White-collar,190799,4
827891520,57,M,5,Doctorate,Married,NY,91750,yes,yes,yes,cellular,Retirees,38626,2
827891521,56,F,5,High School,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,73931,3
827891522,55,M,4,High School,Single,CA,91750,yes,no,no,cellular,Businessman,123230,3
827891523,39,F,0,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,34691,5
827891524,40,F,1,Unknown,Married,CA,91750,no,yes,no,telephone,Blue-collar,97752,5
827891525,38,F,1,Unknown,Single,CA,91750,yes,yes,no,cellular,Retirees,36538,3
827891526,67,F,1,High School,Married,CA,91750,no,no,no,cellular,Selfemployeed,54884,3
827891527,61,M,1,High School,Married,NY,91750,no,no,no,unknown,Govt,206094,5
827891528,69,M,4,High School,Married,NY,91750,yes,no,no,cellular,Retirees,193893,5
827891529,34,M,2,Graduate,Single,FL,91750,yes,no,yes,cellular,White-collar,52380,2
827891530,35,M,1,Uneducated,Single,TX,91750,no,no,no,cellular,Retirees,205111,1
827891531,51,M,4,Unknown,Married,CA,91750,yes,no,no,cellular,Businessman,200811,1
827891532,21,M,3,Graduate,Married,FL,91750,no,no,yes,unknown,White-collar,195136,4
827891533,73,F,1,Graduate,Single,NY,91750,yes,no,no,cellular,Blue-collar,179992,1
827891534,23,M,0,High School,Married,FL,91750,yes,no,no,cellular,Blue-collar,11811,1
827891535,36,F,4,Uneducated,Single,CA,91750,no,no,no,cellular,Selfemployeed,77229,2
827891536,43,M,0,Graduate,Single,NJ,91750,yes,yes,no,cellular,Govt,72293,5
827891537,31,M,2,Uneducated,Single,TX,91750,no,yes,no,unknown,White-collar,208210,4
827891538,32,F,3,Unknown,Married,IL,91750,no,yes,no,cellular,White-collar,212344,1
827891539,30,F,0,Graduate,Single,NY,91750,no,yes,no,cellular,Govt,126492,4
827891540,52,F,1,Unknown,Married,FL,91750,no,yes,no,cellular,Selfemployeed,98340,5
827891541,36,M,4,Graduate,Married,CA,91750,no,yes,no,cellular,Blue-collar,187371,2
827891542,28,M,3,Graduate,Single,NJ,91750,no,no,no,cellular,White-collar,171349,3
827891543,58,F,4,Unknown,Married,CA,91750,no,no,no,cellular,Selfemployeed,160412,1
827891544,32,F,5,Unknown,Married,TX,91750,no,no,no,cellular,Blue-collar,187893,2
827891545,44,M,3,Doctorate,Married,CA,91750,no,no,no,cellular,Selfemployeed,114217,1
827891546,48,F,5,Unknown,Single,NY,91750,no,no,yes,cellular,Businessman,33524,2
827891547,73,F,0,Graduate,Single,NY,91750,yes,no,yes,unknown,Blue-collar,208432,2
827891548,28,F,2,Uneducated,Married,CA,91750,yes,no,no,unknown,Govt,194475,4
827891549,48,F,5,High School,Single,FL,91750,yes,yes,no,cellular,Businessman,99051,5
827891550,56,F,4,Graduate,Single,CA,91750,no,no,no,cellular,Retirees,124476,5
827891551,46,F,1,Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,119743,4
827891552,28,M,4,Graduate,Married,NE,91750,no,no,no,cellular,Selfemployeed,40311,5
827891553,70,F,5,High School,Married,FL,91750,no,no,no,cellular,Selfemployeed,126830,1
827891554,48,M,2,Graduate,Married,NY,91750,yes,no,no,cellular,Blue-collar,14791,5
827891555,48,M,5,High School,Married,CA,91750,yes,yes,no,cellular,White-collar,47816,4
827891556,57,F,0,Unknown,Single,NY,91750,no,no,no,telephone,Retirees,72492,3
827891557,61,F,1,Graduate,Married,NY,91750,no,yes,no,unknown,Blue-collar,98820,1
827891558,56,F,1,High School,Married,TX,91750,yes,no,no,unknown,Govt,85338,5
827891559,47,F,0,Graduate,Married,TX,91750,yes,no,no,cellular,Businessman,224758,4
827891560,37,M,4,Uneducated,Married,NY,91750,no,no,no,cellular,Govt,91519,1
827891561,29,F,1,Graduate,Single,TX,91750,no,no,no,cellular,Retirees,16616,4
827891562,53,F,4,Doctorate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,26261,3
827891563,73,M,4,Doctorate,Married,TX,91750,yes,yes,no,cellular,Blue-collar,23312,2
827891564,40,F,0,Unknown,Married,TX,91750,yes,no,no,unknown,Govt,138451,3
827891565,33,F,2,Graduate,Married,TX,91750,yes,no,no,cellular,Retirees,53386,1
827891566,48,F,2,Uneducated,Married,CA,91750,no,no,no,cellular,Businessman,160070,5
827891567,68,M,4,Doctorate,Married,TX,91750,yes,no,no,unknown,Selfemployeed,66433,3
827891568,49,F,0,Uneducated,Single,CA,91750,no,no,no,unknown,Selfemployeed,179270,3
827891569,33,F,2,High School,Married,NJ,91750,yes,yes,no,telephone,White-collar,176534,2
827891570,66,F,5,Uneducated,Single,NJ,91750,no,yes,no,cellular,Selfemployeed,155194,5
827891571,55,F,4,Graduate,Married,TX,91750,yes,no,yes,unknown,Retirees,110718,5
827891572,26,F,1,Doctorate,Married,CA,91750,yes,no,no,cellular,Selfemployeed,79353,4
827891573,38,M,1,Graduate,Single,NY,91750,yes,yes,no,unknown,Selfemployeed,124802,2
827891574,71,F,5,Graduate,Single,NY,91750,yes,no,no,cellular,Retirees,222502,2
827891575,25,F,3,Graduate,Married,TX,91750,no,no,no,cellular,Businessman,186916,3
